STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,BASE_PER,TIMELINESS,DECIMALS
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2013,1.34,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2012,1.07,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2011,1.07,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2010,1.35,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2009,1.3,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,FOR_STOCK,M3,Cubic metres,_T,Total - all activities,2000,4164.87,A,Normal value,6,Millions,_Z,2015.0,5.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,FOR_STOCK,M3,Cubic metres,_T,Total - all activities,2020,4131.97,A,Normal value,6,Millions,_Z,2015.0,5.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,FOR_STOCK,M3,Cubic metres,_T,Total - all activities,2015,4209.25,A,Normal value,6,Millions,_Z,2015.0,5.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2009,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2008,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2007,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2006,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2005,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2004,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2003,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2002,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2001,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2000,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2022,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2021,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2020,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2019,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2018,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2017,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2016,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2015,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2014,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2013,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2012,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,BTE,Industry (except construction),2011,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2009,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2008,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2007,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2006,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2005,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2004,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2003,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2002,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2001,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2000,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2022,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2021,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2020,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2019,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2018,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2017,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2016,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2015,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2014,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2013,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2012,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,WLIFE,_X,Unspecified,_T,Total - all activities,2011,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2007,2.23,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2006,2.27,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2005,2.33,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2004,2.41,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2003,2.53,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2002,2.6,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2001,2.76,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2000,2.91,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2021,1.8,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2020,1.82,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2019,1.83,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2018,1.88,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2017,1.93,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2016,1.98,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2015,2.04,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2014,2.08,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2013,2.09,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2012,2.12,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2011,2.15,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2010,2.14,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,POP_FERTILITY,BR_L_W,Live births per woman,_T,Total - all activities,2009,2.22,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2009,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2008,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2007,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2006,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2005,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2004,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2003,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2002,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2001,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2000,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2022,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2021,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2020,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2019,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2018,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2017,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2016,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2015,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2014,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2013,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2012,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SOCECO,_X,Unspecified,BTE,Industry (except construction),2011,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,RENV,_X,Unspecified,_T,Total - all activities,2009,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,RENV,_X,Unspecified,_T,Total - all activities,2008,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,RENV,_X,Unspecified,_T,Total - all activities,2007,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,RENV,_X,Unspecified,_T,Total - all activities,2006,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,RENV,_X,Unspecified,_T,Total - all activities,2005,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,RENV,_X,Unspecified,_T,Total - all activities,2004,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,RENV,_X,Unspecified,_T,Total - all activities,2003,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,RENV,_X,Unspecified,_T,Total - all activities,2002,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,RENV,_X,Unspecified,_T,Total - all activities,2001,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,RENV,_X,Unspecified,_T,Total - all activities,2000,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
